title,price,area,property_url,page_number,property_index,scraped_at,posting_date_text,parsed_posting_date,is_premium,premium_type,premium_indicators,bathrooms,balcony,property_type,furnishing,floor_details,locality,society,status,facing,parking,ownership,transaction,overlooking,data_quality_score,validation_issues,is_valid
3 BHK Apartment for Sale in Dwarka Expressway Gurgaon,4.62 Cr,2570 sqft,https://www.magicbricks.com/indiabulls-estate-and-club-dwarka-expressway-gurgaon-pdpid-4d4235343237333637,1,11,2025-08-12 21:09:17.755226,Updated 16 hours ago,2025-08-12 05:09:17.751157,True,premium,['text_premium'],4,2,3 BHK,Semi-Furnished,21 out of 44,,Indiabulls Estate and Club,,,,,New Property,"Garden/Park, Main Road, Pool",90.9,[],True
2 BHK Apartment for Sale in Sector 68 Gurgaon,2.12 Cr,1325 sqft,https://www.magicbricks.com/m3m-marina-sector-68-gurgaon-pdpid-4d4235303732323235,1,12,2025-08-12 21:09:17.763794,Updated 16 hours ago,2025-08-12 05:09:17.757810,True,premium,['text_premium'],2,4,2 BHK,Furnished,3 out of 15,,M3M Marina,Ready to Move,South -West,,Leasehold,Resale,"Garden/Park, Pool",104.5,[],True
4 BHK Builder Floor for Sale in Sector 66 Gurgaon,5.35 Cr,1542 sqft,https://www.magicbricks.com/emaar-mgf-marbella-sector-66-gurgaon-pdpid-4d4235303232343438,1,13,2025-08-12 21:09:17.769796,Updated today,2025-08-12 12:00:00.000000,True,premium,['text_premium'],3,3,4 BHK,Semi-Furnished,Emaar MGF Marbella,,Emaar MGF Marbella,Ready to Move,,,,Resale,,90.9,[],True
3 BHK Apartment for Sale in Sector 49 Gurgaon,4.12 Cr,1993 sqft,https://www.magicbricks.com/godrej-aristocrat-sector-49-gurgaon-pdpid-4d4235343138383333,1,14,2025-08-12 21:09:17.776696,Updated today,2025-08-12 12:00:00.000000,False,standard,[],3,1,3 BHK,Furnished,23 out of 32,,Godrej Aristocrat,,,,,Resale,,77.3,[],True
2 BHK Apartment for Sale in Sector 70 Gurgaon,1.95 Cr,1250 sqft,,1,15,2025-08-12 21:09:17.788515,Updated today,2025-08-12 12:00:00.000000,False,standard,[],2,,2 BHK,Semi-Furnished,4 out of 10,,,Ready to Move,,,,Resale,,68.2,['Missing property URL'],False
3 BHK Apartment for Sale in Sector 49 Gurgaon,4.80 Cr,2238 sqft,https://www.magicbricks.com/godrej-aristocrat-sector-49-gurgaon-pdpid-4d4235343138383333,1,16,2025-08-12 21:09:17.795621,Updated today,2025-08-12 12:00:00.000000,True,premium,['text_premium'],3,4,3 BHK,Unfurnished,9 out of 30,,Godrej Aristocrat,,East,2 Covered,Freehold,Resale,Garden/Park,104.5,[],True
3 BHK Penthouse for Sale in South City 1 Gurgaon,7 Cr,2300 sqft,https://www.magicbricks.com/the-retreat-south-city-1-gurgaon-pdpid-4d4235303837333734,1,17,2025-08-12 21:09:17.802611,Updated today,2025-08-12 12:00:00.000000,True,premium,['text_premium'],4,2,3 BHK,Unfurnished,11 out of 11,,The Retreat,Ready to Move,North - East,1 Open,Freehold,Resale,"Garden/Park, Main Road",109.1,[],True
4 BHK Apartment for Sale in Sector 69 Gurgaon,3.35 Cr,2010 sqft,https://www.magicbricks.com/tulip-violet-sector-69-gurgaon-pdpid-4d4235303137313639,1,18,2025-08-12 21:09:17.807640,Posted: Yesterday,2025-08-11 12:00:00.000000,False,standard,[],4,2,4 BHK,Furnished,13 out of 14,,Tulip Violet,Ready to Move,,,,Resale,,81.8,[],True
4 BHK Apartment for Sale in Sector 90 Gurgaon,3.30 Cr,1800 sqft,https://www.magicbricks.com/dlf-regal-gardens-sector-90-gurgaon-pdpid-4d4235303238333839,1,19,2025-08-12 21:09:17.813511,Updated 16 hours ago,2025-08-12 05:09:17.809161,True,premium,['text_premium'],3,,4 BHK,Semi-Furnished,7 out of 11,,DLF Regal Gardens,Ready to Move,North,,Freehold,Resale,,95.5,[],True
3 BHK Apartment for Sale in Sector 112 Gurgaon,3.80 Cr,2520 sqft,https://www.magicbricks.com/tata-gurgaon-gateway-sector-112-gurgaon-pdpid-4d4235303239353935,1,20,2025-08-12 21:09:17.820273,Updated 16 hours ago,2025-08-12 05:09:17.815519,True,premium,"['text_premium', 'text_luxury']",3,3,3 BHK,Semi-Furnished,13 out of 23,,Tata Gurgaon Gateway,Ready to Move,,,,Resale,Main Road,95.5,[],True
3 BHK Apartment for Sale in Sector 84 Gurgaon,1.95 Cr,14009 sqft,https://www.magicbricks.com/ss-almeria-sector-84-gurgaon-pdpid-4d4235303137373033,1,21,2025-08-12 21:09:17.826074,Updated 16 hours ago,2025-08-12 05:09:17.822110,True,premium,['text_premium'],3,2,3 BHK,Furnished,2 out of 3,,SS Almeria,Ready to Move,,,,Resale,,90.9,[],True
4 BHK Apartment for Sale in Sector 106 Gurgaon,5.70 Cr,1692 sqft,https://www.magicbricks.com/elan-the-presidential-sector-106-gurgaon-pdpid-4d4235333737333031,1,22,2025-08-12 21:09:17.832369,Updated 16 hours ago,2025-08-12 05:09:17.827967,True,premium,['text_premium'],5,3,4 BHK,Semi-Furnished,22 out of 32,,Elan The Presidential,,East,2 Covered,Freehold,Resale,"Garden/Park, Pool, Main Road",104.5,[],True
5 BHK Penthouse for Sale in Sohna Road Gurgaon,6 Cr,3101 sqft,,1,23,2025-08-12 21:09:17.843811,Updated 16 hours ago,2025-08-12 05:09:17.839235,True,premium,['text_premium'],5,7,5 BHK,Semi-Furnished,10 out of 11,,,Ready to Move,,,,Resale,Garden/Park,86.4,['Missing property URL'],False
"4 BHK Apartment for Sale in Fazilpur Jharsa, Sector 72, Sohna Road Gurgaon",6 Cr,2080 sqft,https://www.magicbricks.com/tata-primanti-fazilpur-jharsa-gurgaon-pdpid-4d4235303030313431,1,24,2025-08-12 21:09:17.850099,Updated 16 hours ago,2025-08-12 05:09:17.846342,True,premium,['text_premium'],4,4,4 BHK,Semi-Furnished,19 out of 38,,Tata Primanti,Ready to Move,North - East,2 Covered,Freehold,Resale,Garden/Park,109.1,[],True
"4 BHK Builder Floor for Sale in Malibu Town, Sector 47 Gurgaon",6.50 Cr,3600 sqft,https://www.magicbricks.com/modern-luxurious-floors-at-malibu-town-malibu-town-gurgaon-pdpid-4d4235343232393333,1,25,2025-08-12 21:09:17.858147,Updated 16 hours ago,2025-08-12 05:09:17.851971,True,premium,['text_premium'],5,3,4 BHK,Furnished,Modern Luxurious Floors at Malibu Town,,Modern Luxurious Floors at Malibu Town,Ready to Move,North - West,"3 Covered,",Freehold,Resale,"Garden/Park, Main Road, Pool",109.1,[],True
3 BHK Apartment for Sale in Sector 69 Gurgaon,2.30 Cr,1200 sqft,https://www.magicbricks.com/tulip-yellow-sector-69-gurgaon-pdpid-4d4235313330303431,1,26,2025-08-12 21:09:17.864385,Updated 16 hours ago,2025-08-12 05:09:17.860464,True,premium,['text_premium'],3,3,3 BHK,Unfurnished,13 out of 26,,Tulip Yellow,,East,,Freehold,Resale,,95.5,[],True
"3 BHK Apartment for Sale in Dharampur, Sector 108 Gurgaon",1.85 Cr,1000 sqft,,1,27,2025-08-12 21:09:17.874870,Updated 16 hours ago,2025-08-12 05:09:17.871436,True,premium,['text_premium'],2,3,3 BHK,Furnished,12 out of 12,,,Ready to Move,,,,Resale,,81.8,['Missing property URL'],False
3 BHK House for Sale in Sector 5 Gurgaon,6.50 Cr,1800 sqft,,1,28,2025-08-12 21:09:17.886765,Updated today,2025-08-12 12:00:00.000000,True,premium,['text_premium'],3,3,3 BHK,Furnished,1 out of 2,,,Ready to Move,North - East,1 Covered,Freehold,Resale,Main Road,100.0,['Missing property URL'],False
"4 BHK Builder Floor for Sale in Sushant Lok-I, Sector 43 Gurgaon",5.50 Cr,2125 sqft,,1,29,2025-08-12 21:09:17.899885,Updated 16 hours ago,2025-08-12 05:09:17.894783,True,premium,['text_premium'],4,2,4 BHK,Semi-Furnished,"Carpet Area2125 sqftStatusReady to MoveFloor1 out of 4TransactionNew PropertyFurnishingSemi-FurnishedfacingEastoverlookingGarden/Park, Main RoadOwnershipFreeholdCar Parking1 Covered,Bathroom4Balcony2",,,Ready to Move,East,"1 Covered,",Freehold,New Property,"Garden/Park, Main Road",100.0,['Missing property URL'],False
3 BHK Apartment for Sale in Gwal Pahari Gurgaon,1.52 Cr,1300 sqft,https://www.magicbricks.com/ansal-valley-view-estate-gwal-pahari-gurgaon-pdpid-4d4235303031323039,1,30,2025-08-12 21:09:17.905959,Updated 16 hours ago,2025-08-12 05:09:17.901904,True,premium,['text_premium'],2,2,3 BHK,Semi-Furnished,1 out of 17,,Ansal Valley View Estate,Ready to Move,North,1 Open,Freehold,Resale,,104.5,[],True
2 BHK Builder Floor for Sale in Sector 82 Gurgaon,1.30 Cr,1133 sqft,https://www.magicbricks.com/vatika-india-next-sector-82-gurgaon-pdpid-4d4235303030303336,2,1,2025-08-12 21:09:24.880771,Updated 16 hours ago,2025-08-12 05:09:24.877160,True,premium,['text_premium'],2,3,2 BHK,Semi-Furnished,2 out of 2,,Vatika India Next,Ready to Move,South,,Freehold,Resale,Garden/Park,104.5,[],True
4 BHK Villa for Sale in Sector 72 Gurgaon,6.75 Cr,3350 sqft,https://www.magicbricks.com/tata-primanti-villas-sector-72-gurgaon-pdpid-4d4235323835333431,2,2,2025-08-12 21:09:24.886475,Updated 15 hours ago,2025-08-12 06:09:24.882685,True,premium,['text_premium'],5,3,4 BHK,Semi-Furnished,,,Tata Primanti Villas,Ready to Move,South,2 Covered,Freehold,Resale,Garden/Park,104.5,[],True
3 BHK Apartment for Sale in Sector 79 Gurgaon,1.65 Cr,1335 sqft,https://www.magicbricks.com/signature-global-city-79b-sector-79-gurgaon-pdpid-4d4235343137363037,2,3,2025-08-12 21:09:24.892639,Updated 16 hours ago,2025-08-12 05:09:24.888492,True,premium,['text_premium'],3,1,3 BHK,Semi-Furnished,1 out of 4,,Signature Global City 79B,,East,,Freehold,Resale,,95.5,[],True
3 BHK Builder Floor for Sale in Sector 47 Gurgaon,3.65 Cr,2200 sqft,,2,4,2025-08-12 21:09:24.907960,Updated 16 hours ago,2025-08-12 05:09:24.901670,True,premium,"['text_premium', 'text_luxury']",4,3,3 BHK,Semi-Furnished,Ground out of 3,,,Ready to Move,West,,Freehold,Resale,Main Road,95.5,['Missing property URL'],False
4 BHK Builder Floor for Sale in Sector 67 Gurgaon,2.65 Cr,1950 sqft,,2,5,2025-08-12 21:09:24.920539,Updated 16 hours ago,2025-08-12 05:09:24.915953,True,premium,"['text_premium', 'text_luxury']",4,,4 BHK,Semi-Furnished,1 out of 4,,,Ready to Move,West,"2 Covered,",Freehold,Resale,Main Road,95.5,['Missing property URL'],False
2 BHK Apartment for Sale in Sohna Gurgaon,95 Lac,1285 sqft,https://www.magicbricks.com/eldeco-acclaim-sohna-gurgaon-pdpid-4d4235313835323237,2,6,2025-08-12 21:09:24.925979,Updated today,2025-08-12 12:00:00.000000,False,standard,[],2,,2 BHK,,1 out of 3,,Eldeco Acclaim,,,,,Resale,,68.2,[],True
3 BHK Apartment for Sale in Sector 61 Gurgaon,3.10 Cr,1680 sqft,https://www.magicbricks.com/smartworld-orchard-sector-61-gurgaon-pdpid-4d4235333234323439,2,7,2025-08-12 21:09:24.931541,Updated 16 hours ago,2025-08-12 05:09:24.927301,True,premium,['text_premium'],3,3,3 BHK,Semi-Furnished,1 out of 4,,Smartworld Orchard,Ready to Move,,,,Resale,,90.9,[],True
Plot/Land for Sale in Sector 91 Gurgaon,10.10 Cr,4518 sqft,https://www.magicbricks.com/dlf-gardencity-sector-91-gurgaon-pdpid-4d4235303232373133,2,8,2025-08-12 21:09:24.936189,Updated 16 hours ago,2025-08-12 05:09:24.932886,True,premium,['text_premium'],,,Plot,,,,DLF Gardencity,,Read more,,Freehold,Resale,Garden/Park,81.8,[],True
3 BHK Builder Floor for Sale in Sector 88A Gurgaon,2.40 Cr,1300 sqft,https://www.magicbricks.com/rof-pravasa-sector-88a-gurgaon-pdpid-4d4235343330303431,2,9,2025-08-12 21:09:24.943780,Updated 16 hours ago,2025-08-12 05:09:24.938592,True,premium,"['text_premium', 'text_luxury']",3,3,3 BHK,Semi-Furnished,3 out of 4,,ROF Pravasa,,East,"1 Covered,",Freehold,Resale,"Garden/Park, Pool, Main Road",104.5,[],True
2 BHK Apartment for Sale in Sector 79 Gurgaon,1.35 Cr,628 sqft,https://www.magicbricks.com/m3m-antalya-hills-phase-ii-sector-79-gurgaon-pdpid-4d4235333934313039,2,10,2025-08-12 21:09:24.950944,Updated 17 hours ago,2025-08-12 04:09:24.945436,False,standard,[],2,2,2 BHK,Semi-Furnished,2 out of 4,,M3M Antalya Hills Phase II,,East,"1 Covered,",,Resale,"Garden/Park, Pool, Main Road",90.9,[],True
2 BHK Apartment for Sale in Sector 33 Sohna Gurgaon,1.50 Cr,1385 sqft,,2,11,2025-08-12 21:09:24.964411,Updated 17 hours ago,2025-08-12 04:09:24.960390,False,standard,[],2,3,2 BHK,Semi-Furnished,15 out of 22,,,,East,,Freehold,Resale,"Pool, Garden/Park",81.8,['Missing property URL'],False
3 BHK Apartment for Sale in Sector 79 Gurgaon,2.65 Cr,1560 sqft,https://www.magicbricks.com/bestech-altura-sector-79-gurgaon-pdpid-4d4235303839373234,2,12,2025-08-12 21:09:24.970211,Updated today,2025-08-12 12:00:00.000000,False,standard,[],3,2,3 BHK,Semi-Furnished,7 out of 19,,Bestech Altura,Ready to Move,West,,Freehold,New Property,Main Road,95.5,[],True
3 BHK Apartment for Sale in Sector 67A Gurgaon,2.85 Cr,1295 sqft,https://www.magicbricks.com/ireo-the-corridors-sector-67a-gurgaon-pdpid-4d4235303231363539,2,13,2025-08-12 21:09:24.975642,Updated 16 hours ago,2025-08-12 05:09:24.972443,True,premium,['text_premium'],3,2,3 BHK,Semi-Furnished,9 out of 19,,Ireo The Corridors,Ready to Move,Read more,,,Resale,,95.5,[],True
"4 BHK Apartment for Sale in Ardee City, Sector 52 Gurgaon",2.65 Cr,1425 sqft,https://www.magicbricks.com/residency-apartment-ardee-city-gurgaon-pdpid-4d4235313939353737,2,14,2025-08-12 21:09:24.982111,Updated 16 hours ago,2025-08-12 05:09:24.977453,True,premium,['text_premium'],4,4,4 BHK,Furnished,1 out of 12,,Residency Apartment,Ready to Move,South -West,"1 Covered,",Freehold,Resale,"Garden/Park, Main Road",109.1,[],True
Plot/Land for Sale in Sector 33 Gurgaon,9.95 Cr,4536 sqft,,2,15,2025-08-12 21:09:24.992436,Updated 16 hours ago,2025-08-12 05:09:24.989622,True,premium,['text_premium'],,,Plot,,,,,,,,Freehold,Resale,,63.6,['Missing property URL'],False
4 BHK Apartment for Sale in Sector 63 Gurgaon,7.25 Cr,2800 sqft,https://www.magicbricks.com/the-sixty-three-sector-63-gurgaon-pdpid-4d4235333934323635,2,16,2025-08-12 21:09:24.999041,Updated 16 hours ago,2025-08-12 05:09:24.993902,True,premium,"['text_premium', 'text_luxury']",5,4,4 BHK,Furnished,20 out of 40,,THE SIXTY THREE,,North - East,3 Covered,Freehold,Resale,Garden/Park,104.5,[],True
2 BHK Apartment for Sale in Sector 40 Gurgaon,62 Lac,65 sqyrd,,2,17,2025-08-12 21:09:25.016122,Updated 16 hours ago,2025-08-12 05:09:25.010199,True,premium,['text_premium'],2,1,2 BHK,Semi-Furnished,1 out of 4,,,Ready to Move,North - East,,Freehold,Resale,Main Road,95.5,['Missing property URL'],False
3 BHK Apartment for Sale in Sushant Lok Gurgaon,3.40 Cr,2500 sqft,,2,18,2025-08-12 21:09:25.032519,Updated 16 hours ago,2025-08-12 05:09:25.026719,True,premium,['text_premium'],4,2,3 BHK,Furnished,2 out of 2,,,Ready to Move,East,1 Open,Freehold,Resale,Main Road,100.0,['Missing property URL'],False
"4 BHK Builder Floor for Sale in Sushant Lok-I, Sector 43 Gurgaon",2.95 Cr,215 sqyrd,,2,19,2025-08-12 21:09:25.044114,Updated 16 hours ago,2025-08-12 05:09:25.040127,True,premium,['text_premium'],3,2,4 BHK,Semi-Furnished,3 out of 4,,,Ready to Move,,,Freehold,Resale,,86.4,['Missing property URL'],False
3 BHK Apartment for Sale in Sector 70A Gurgaon,2.90 Cr,1830 sqft,https://www.magicbricks.com/paras-irene-sector-70a-gurgaon-pdpid-4d4235303139373534,2,20,2025-08-12 21:09:25.050774,Updated 16 hours ago,2025-08-12 05:09:25.046829,True,premium,['text_premium'],2,4,3 BHK,Semi-Furnished,6 out of 15,,Paras Irene,Ready to Move,Read more,2 Covered,Freehold,Resale,,104.5,[],True
4 BHK Apartment for Sale in Sector 112 Gurgaon,8 Cr,4800 sqft,https://www.magicbricks.com/experion-windchants-sector-112-gurgaon-pdpid-4d4235303232333739,2,21,2025-08-12 21:09:25.056056,Updated 16 hours ago,2025-08-12 05:09:25.052057,True,premium,['text_premium'],4,3,4 BHK,Semi-Furnished,15 out of 25,,Experion Windchants,Ready to Move,East,3 Covered,Freehold,Resale,"Garden/Park, Pool, Main Road",109.1,[],True
3 BHK Apartment for Sale in Dwarka Expressway Gurgaon,2.60 Cr,2066 sqft,https://www.magicbricks.com/godrej-oasis-dwarka-expressway-gurgaon-pdpid-4d4235303431363339,2,22,2025-08-12 21:09:25.064138,Updated 16 hours ago,2025-08-12 05:09:25.057981,True,premium,['text_premium'],3,4,3 BHK,Semi-Furnished,11 out of 18,,Godrej Oasis,Ready to Move,Read more,2 Covered,Freehold,Resale,Garden/Park,109.1,[],True
2 BHK Apartment for Sale in Sector 61 Gurgaon,2.28 Cr,1365 sqft,https://www.magicbricks.com/pioneer-park-sector-61-gurgaon-pdpid-4d4235303139363432,2,23,2025-08-12 21:09:25.069210,Updated today,2025-08-12 12:00:00.000000,False,standard,[],2,,2 BHK,Semi-Furnished,6 out of 20,,Pioneer Park,Ready to Move,,1 Covered,,Resale,,81.8,[],True
3 BHK Builder Floor for Sale in Sector 36 Sohna Gurgaon,1.10 Cr,1120 sqft,https://www.magicbricks.com/signature-global-park-4-and-5-sohna-sector-36-gurgaon-pdpid-4d4235323036343435,2,24,2025-08-12 21:09:25.074389,Updated today,2025-08-12 12:00:00.000000,False,standard,[],3,,3 BHK,Semi-Furnished,1 out of 3,,Signature Global Park 4 and 5,Ready to Move,,,,Resale,,77.3,[],True
4 BHK Builder Floor for Sale in Sector 63A Gurgaon,3.15 Cr,1776 sqft,https://www.magicbricks.com/anant-raj-estate-sector-63a-gurgaon-pdpid-4d4235303233383439,2,25,2025-08-12 21:09:25.080890,Updated today,2025-08-12 12:00:00.000000,False,standard,[],4,2,4 BHK,Semi-Furnished,2 out of 4,,Anant Raj Estate,Ready to Move,South,,Freehold,New Property,Main Road,95.5,[],True
2 BHK Builder Floor for Sale in Sector 69 Gurgaon,65 Lac,800 sqft,,2,26,2025-08-12 21:09:25.095829,Updated today,2025-08-12 12:00:00.000000,False,standard,[],2,2,2 BHK,Unfurnished,2 out of 4,,,Ready to Move,East,,Freehold,Resale,"Garden/Park, Main Road",86.4,['Missing property URL'],False
Plot/Land for Sale in Sector 109 Gurgaon,9.38 Cr,4968 sqft,https://www.magicbricks.com/experion-the-westerlies-sector-109-gurgaon-pdpid-4d4235303131353736,2,27,2025-08-12 21:09:25.100811,Updated today,2025-08-12 12:00:00.000000,True,premium,['text_premium'],,,Plot,,,,Experion The Westerlies,,75 m,,,Resale,,72.7,[],True
3 BHK Apartment for Sale in Sector 111 Gurgaon,5.20 Cr,1800 sqft,https://www.magicbricks.com/puri-diplomatic-residences-sector-111-gurgaon-pdpid-4d4235343139333031,2,28,2025-08-12 21:09:25.106977,Posted: Yesterday,2025-08-11 12:00:00.000000,True,premium,"['text_premium', 'text_luxury']",3,3,3 BHK,Semi-Furnished,30 out of 33,,Puri Diplomatic Residences,,,2 Covered,Freehold,Resale,"Garden/Park, Pool, Main Road",100.0,[],True
2 BHK Apartment for Sale in Sector 68 Gurgaon,1.50 Cr,800 sqft,https://www.magicbricks.com/m3m-marina-sector-68-gurgaon-pdpid-4d4235303732323235,2,29,2025-08-12 21:09:25.114068,Updated 16 hours ago,2025-08-12 05:09:25.108539,True,premium,['text_premium'],2,,2 BHK,Furnished,15 out of 21,,M3M Marina,Ready to Move,,1 Covered,Freehold,Resale,Garden/Park,100.0,[],True
4 BHK Apartment for Sale in Sector 66 Gurgaon,4.50 Cr,1900 sqft,https://www.magicbricks.com/emaar-palm-terraces-select-sector-66-gurgaon-pdpid-4d4235303031383336,2,30,2025-08-12 21:09:25.120111,Updated today,2025-08-12 12:00:00.000000,False,standard,[],4,4,4 BHK,Furnished,4 out of 15,,Emaar Palm Terraces Select,Ready to Move,East,1 Covered,,Resale,Garden/Park,95.5,[],True
3 BHK Apartment for Sale in Sector 58 Gurgaon,5.50 Cr,1825 sqft,,3,1,2025-08-12 21:09:29.379355,Updated 16 hours ago,2025-08-12 05:09:29.374858,True,premium,['text_premium'],3,3,3 BHK,Semi-Furnished,25 out of 27,,,Ready to Move,South -West,"2 Covered,",Freehold,Resale,"Garden/Park, Pool, Main Road",100.0,['Missing property URL'],False
2 BHK Apartment for Sale in Sector 68 Gurgaon,1.10 Cr,800 sqft,https://www.magicbricks.com/supertech-hues-sector-68-gurgaon-pdpid-4d4235303430323034,3,2,2025-08-12 21:09:29.384552,Updated 10 hours ago,2025-08-12 11:09:29.380989,False,standard,[],2,2,2 BHK,Unfurnished,1 out of 24,,Supertech Hues,Ready to Move,North,"1 Covered,",Freehold,Resale,,95.5,[],True
2 BHK House for Sale in Shivaji Park Gurgaon,93 Lac,468 sqft,,3,3,2025-08-12 21:09:29.401398,Updated 18 hours ago,2025-08-12 03:09:29.395892,False,standard,[],1,2,2 BHK,Unfurnished,2 out of 2,,,Ready to Move,South,,Freehold,New Property,Main Road,86.4,['Missing property URL'],False
2 BHK Apartment for Sale in Sector 102 Gurgaon,73.5 Lac,605 sqft,https://www.magicbricks.com/suncity-avenue-102-sector-102-gurgaon-pdpid-4d4235303836353731,3,4,2025-08-12 21:09:29.406325,Updated today,2025-08-12 12:00:00.000000,False,standard,[],2,1,2 BHK,Furnished,6 out of 12,,Suncity Avenue 102,Ready to Move,,,,Resale,,81.8,[],True
3 BHK Apartment for Sale in Sector 66 Gurgaon,4.30 Cr,1996 sqft,https://www.magicbricks.com/emaar-the-palm-drive-sector-66-gurgaon-pdpid-4d4235303232343832,3,5,2025-08-12 21:09:29.412296,Updated 12 hours ago,2025-08-12 09:09:29.408332,True,premium,['text_premium'],3,3,3 BHK,Unfurnished,3 out of 3,,Emaar The Palm Drive,Ready to Move,Read more,2 Covered,Freehold,Resale,"Garden/Park, Pool",109.1,[],True
3 BHK Apartment for Sale in Phase 2 Greenopolis Gurgaon,2 Cr,1450 sqft,https://www.magicbricks.com/orris-3c-greenopolis-sector-89-gurgaon-pdpid-4d4235303238343130,3,6,2025-08-12 21:09:29.417290,Updated 8 hours ago,2025-08-12 13:09:29.413783,True,premium,['text_premium'],3,3,3 BHK,Unfurnished,14 out of 14,,Orris 3c Greenopolis,Ready to Move,West,,Leasehold,New Property,Garden/Park,104.5,[],True
